id,flock,year,sex,birth_type,dam_age,cg,wwt,fat,fec,nlb1,lambing1_year
W2401264,F1,2024,F,1,2-5,F1-2024-F,38.05,3.64,4.325,NA,NA
W2401265,F1,2024,F,2,2-5,F1-2024-F,35.96,3.34,5.692,NA,NA
W2401266,F1,2024,F,2,2-5,F1-2024-F,33.92,4.59,4.62,NA,NA
W2401267,F2,2024,F,2,2-5,F2-2024-F,36.45,2.21,NA,NA,NA
W2401268,F2,2024,F,2,2-5,F2-2024-F,19.43,NA,7.388,1,F2-2025
W2401269,F1,2024,F,2,2-5,F1-2024-F,30.12,4.65,3.78,1,F1-2025
M2401270,F1,2024,M,2,2-5,F1-2024-M,37.74,NA,6.029,NA,NA
M2401271,F2,2024,M,1,2-5,F2-2024-M,34.88,NA,9.227,NA,NA
M2401272,F2,2024,M,2,2-5,F2-2024-M,31.83,NA,NA,NA,NA
W2401273,F2,2024,F,2,2-5,F2-2024-F,22.54,NA,NA,NA,NA
M2401274,F1,2024,M,2,2-5,F1-2024-M,34.71,NA,4.092,NA,NA
W2401275,F1,2024,F,2,2-5,F1-2024-F,30.55,NA,4.674,NA,NA
M2401276,F2,2024,M,1,2-5,F2-2024-M,32.49,NA,NA,NA,NA
M2401277,F1,2024,M,3,2-5,F1-2024-M,34.61,2.29,6.644,NA,NA
W2401278,F1,2024,F,3,2-5,F1-2024-F,24.48,3.01,NA,3,F1-2025
W2401279,F1,2024,F,3,2-5,F1-2024-F,25.07,3.5,4.088,NA,NA
W2401280,F2,2024,F,1,2-5,F2-2024-F,33.63,3.6,9.322,2,F2-2025
W2401281,F1,2024,F,2,2-5,F1-2024-F,31.43,3.13,5.465,NA,NA
W2401282,F1,2024,F,2,2-5,F1-2024-F,31.83,NA,NA,NA,NA
W2401283,F2,2024,F,1,2-5,F2-2024-F,36.55,NA,NA,2,F2-2025
M2401284,F1,2024,M,2,2-5,F1-2024-M,32.21,4.25,4.213,NA,NA
W2401285,F1,2024,F,2,2-5,F1-2024-F,33.67,NA,8.335,1,F1-2025
M2401286,F2,2024,M,2,2-5,F2-2024-M,33.82,3.91,7.257,NA,NA
M2401287,F2,2024,M,2,2-5,F2-2024-M,28.44,NA,NA,NA,NA
W2401288,F1,2024,F,1,2-5,F1-2024-F,38.89,NA,NA,2,F1-2025
W2401289,F1,2024,F,1,2-5,F1-2024-F,37.0,4.51,NA,NA,NA
W2401290,F1,2024,F,1,2-5,F1-2024-F,37.8,NA,NA,NA,NA
W2401291,F2,2024,F,2,2-5,F2-2024-F,23.22,2.21,6.022,2,F2-2025
M2401292,F2,2024,M,2,2-5,F2-2024-M,23.94,1.28,5.557,NA,NA
M2401293,F2,2024,M,3,2-5,F2-2024-M,21.19,NA,4.503,NA,NA
W2401294,F2,2024,F,3,2-5,F2-2024-F,25.5,NA,NA,NA,NA
M2401295,F2,2024,M,3,2-5,F2-2024-M,24.58,NA,5.453,NA,NA
W2401296,F2,2024,F,1,2-5,F2-2024-F,29.63,3.41,6.619,NA,NA
M2401297,F1,2024,M,2,2-5,F1-2024-M,37.63,3.47,NA,NA,NA
M2401298,F1,2024,M,2,2-5,F1-2024-M,35.81,NA,NA,NA,NA
M2401299,F2,2024,M,2,2-5,F2-2024-M,27.72,NA,NA,NA,NA
W2401300,F2,2024,F,2,2-5,F2-2024-F,33.66,3.3,7.537,NA,NA
W2401301,F2,2024,F,2,2-5,F2-2024-F,30.24,4.14,7.24,1,F2-2025
W2401302,F2,2024,F,2,2-5,F2-2024-F,31.94,3.74,7.473,2,F2-2025
W2401303,F1,2024,F,2,2-5,F1-2024-F,33.06,2.66,NA,NA,NA
M2401304,F1,2024,M,2,2-5,F1-2024-M,38.68,2.06,4.488,NA,NA
M2401305,F1,2024,M,2,2-5,F1-2024-M,36.09,NA,NA,NA,NA
M2401306,F1,2024,M,2,2-5,F1-2024-M,40.48,4.34,4.409,NA,NA
W2401307,F2,2024,F,2,2-5,F2-2024-F,27.08,2.16,7.464,NA,NA
M2401308,F2,2024,M,2,2-5,F2-2024-M,33.51,NA,NA,NA,NA
M2401309,F1,2024,M,2,2-5,F1-2024-M,36.13,NA,4.623,NA,NA
W2401310,F1,2024,F,2,2-5,F1-2024-F,23.29,4.1,NA,NA,NA
M2401311,F2,2024,M,1,2-5,F2-2024-M,29.67,2.54,6.002,NA,NA
M2401312,F2,2024,M,1,2-5,F2-2024-M,42.25,4.44,7.127,NA,NA
W2401313,F2,2024,F,1,2-5,F2-2024-F,31.29,3.32,NA,2,F2-2025
W2401314,F1,2024,F,1,2-5,F1-2024-F,30.52,NA,NA,2,F1-2025
W2401315,F2,2024,F,1,2-5,F2-2024-F,28.41,2.87,6.081,NA,NA
W2401316,F1,2024,F,1,2-5,F1-2024-F,22.39,NA,6.333,2,F1-2025
W2401317,F2,2024,F,1,2-5,F2-2024-F,28.64,3.25,NA,NA,NA
M2401318,F1,2024,M,2,2-5,F1-2024-M,35.42,2.98,NA,NA,NA
W2401319,F1,2024,F,2,2-5,F1-2024-F,28.88,NA,NA,NA,NA
M2401320,F2,2024,M,2,2-5,F2-2024-M,30.99,NA,NA,NA,NA
M2401321,F2,2024,M,2,2-5,F2-2024-M,35.18,1.89,NA,NA,NA
W2401322,F2,2024,F,2,2-5,F2-2024-F,28.2,2.86,6.829,NA,NA
M2401323,F2,2024,M,2,2-5,F2-2024-M,33.79,NA,7.544,NA,NA
M2401324,F2,2024,M,1,2-5,F2-2024-M,39.7,NA,5.316,NA,NA
M2401325,F2,2024,M,3,2-5,F2-2024-M,30.65,NA,NA,NA,NA
M2401326,F2,2024,M,3,2-5,F2-2024-M,24.05,NA,NA,NA,NA
M2401327,F2,2024,M,3,2-5,F2-2024-M,33.16,NA,7.362,NA,NA
W2401328,F2,2024,F,1,2-5,F2-2024-F,23.33,1.98,7.267,1,F2-2025
M2401329,F2,2024,M,1,2-5,F2-2024-M,36.39,3.13,NA,NA,NA
M2401330,F1,2024,M,2,2-5,F1-2024-M,32.57,NA,NA,NA,NA
M2401331,F1,2024,M,2,2-5,F1-2024-M,41.09,2.91,5.738,NA,NA
W2401332,F1,2024,F,2,2-5,F1-2024-F,29.1,2.44,NA,NA,NA
M2401333,F1,2024,M,2,2-5,F1-2024-M,42.63,NA,NA,NA,NA
W2401334,F1,2024,F,2,2-5,F1-2024-F,25.5,NA,5.441,NA,NA
W2401335,F1,2024,F,2,2-5,F1-2024-F,31.06,5.07,6.883,3,F1-2025
M2401336,F2,2024,M,1,2-5,F2-2024-M,39.52,1.64,NA,NA,NA
W2401337,F1,2024,F,2,2-5,F1-2024-F,28.63,4.49,7.55,1,F1-2025
M2401338,F1,2024,M,2,2-5,F1-2024-M,41.34,3.47,4.489,NA,NA
W2401339,F2,2024,F,2,2-5,F2-2024-F,21.57,NA,5.965,1,F2-2025
M2401340,F2,2024,M,2,2-5,F2-2024-M,32.62,2.27,5.496,NA,NA
M2401341,F2,2024,M,1,2-5,F2-2024-M,39.81,2.92,NA,NA,NA
W2401342,F1,2024,F,1,2-5,F1-2024-F,29.44,NA,6.162,NA,NA
W2401343,F2,2024,F,2,2-5,F2-2024-F,30.7,1.27,NA,NA,NA
W2401344,F2,2024,F,2,2-5,F2-2024-F,25.96,2.75,NA,1,F2-2025
W2401345,F1,2024,F,1,2-5,F1-2024-F,30.66,4.36,NA,1,F1-2025
W2401346,F1,2024,F,1,2-5,F1-2024-F,32.6,NA,6.517,NA,NA
M2401347,F1,2024,M,2,2-5,F1-2024-M,32.4,NA,3.596,NA,NA
W2401348,F1,2024,F,2,2-5,F1-2024-F,27.09,NA,3.368,NA,NA
M2401349,F1,2024,M,1,2-5,F1-2024-M,37.67,1.84,NA,NA,NA
M2401350,F2,2024,M,1,2-5,F2-2024-M,34.15,NA,7.025,NA,NA
W2401351,F2,2024,F,1,2-5,F2-2024-F,32.51,NA,9.004,NA,NA
W2401352,F2,2024,F,1,2-5,F2-2024-F,37.95,NA,6.361,NA,NA
M2401353,F2,2024,M,2,2-5,F2-2024-M,25.93,2.47,6.402,NA,NA
W2401354,F2,2024,F,2,2-5,F2-2024-F,24.35,2.06,6.046,NA,NA
M2401355,F1,2024,M,1,2-5,F1-2024-M,37.83,NA,5.533,NA,NA
W2401356,F1,2024,F,2,2-5,F1-2024-F,24.87,4.12,NA,NA,NA
W2401357,F1,2024,F,2,2-5,F1-2024-F,24.61,4.01,5.337,NA,NA
W2401358,F2,2024,F,1,2-5,F2-2024-F,32.65,3.18,NA,NA,NA
M2401359,F2,2024,M,2,2-5,F2-2024-M,32.77,2.03,NA,NA,NA
W2401360,F2,2024,F,2,2-5,F2-2024-F,26.89,1.01,NA,NA,NA
W2401361,F2,2024,F,2,2-5,F2-2024-F,28.52,NA,NA,NA,NA
W2401362,F2,2024,F,2,2-5,F2-2024-F,21.61,1.99,NA,NA,NA
W2401363,F2,2024,F,2,2-5,F2-2024-F,34.13,NA,8.375,NA,NA
W2401364,F2,2024,F,2,2-5,F2-2024-F,24.51,NA,NA,NA,NA
W2401365,F1,2024,F,2,2-5,F1-2024-F,23.64,3.38,5.052,NA,NA
M2401366,F1,2024,M,2,2-5,F1-2024-M,34.14,2.07,4.846,NA,NA
M2401367,F1,2024,M,2,2-5,F1-2024-M,35.99,2.78,NA,NA,NA
W2401368,F1,2024,F,2,2-5,F1-2024-F,32.18,4.44,NA,NA,NA
M2401369,F2,2024,M,1,2-5,F2-2024-M,30.02,NA,NA,NA,NA
W2401370,F1,2024,F,2,2-5,F1-2024-F,28.43,NA,5.947,NA,NA
W2401371,F1,2024,F,2,2-5,F1-2024-F,36.51,3.99,5.926,1,F1-2025
W2401372,F2,2024,F,3,2-5,F2-2024-F,22.42,NA,NA,NA,NA
W2401373,F2,2024,F,3,2-5,F2-2024-F,18.93,2.31,NA,NA,NA
M2401374,F2,2024,M,3,2-5,F2-2024-M,20.01,0.41,NA,NA,NA
W2401375,F2,2024,F,2,2-5,F2-2024-F,28.01,NA,6.982,NA,NA
M2401376,F2,2024,M,2,2-5,F2-2024-M,29.97,2.97,5.661,NA,NA
M2401377,F1,2024,M,2,2-5,F1-2024-M,41.4,3.5,4.461,NA,NA
W2401378,F1,2024,F,2,2-5,F1-2024-F,32.9,NA,NA,NA,NA
W2401379,F1,2024,F,2,2-5,F1-2024-F,28.04,3.14,5.358,NA,NA
M2401380,F1,2024,M,2,2-5,F1-2024-M,38.7,3.32,3.274,NA,NA
M2401381,F2,2024,M,2,2-5,F2-2024-M,24.65,NA,6.576,NA,NA
W2401382,F2,2024,F,2,2-5,F2-2024-F,23.37,3.72,NA,NA,NA
W2401383,F2,2024,F,1,1,F2-2024-F,33.11,NA,NA,NA,NA
W2401384,F1,2024,F,1,1,F1-2024-F,31.68,3.16,NA,2,F1-2025
W2401385,F2,2024,F,2,1,F2-2024-F,29.17,NA,NA,NA,NA
W2401386,F2,2024,F,2,1,F2-2024-F,23.61,NA,8.004,NA,NA
M2401387,F2,2024,M,2,1,F2-2024-M,27.72,NA,NA,NA,NA
M2401388,F2,2024,M,2,1,F2-2024-M,31.12,1.33,8.202,NA,NA
M2401389,F2,2024,M,1,1,F2-2024-M,23.92,NA,6.651,NA,NA
M2401390,F1,2024,M,1,1,F1-2024-M,40.09,3.98,NA,NA,NA
W2401391,F2,2024,F,1,1,F2-2024-F,34.75,2.9,5.738,NA,NA
W2401392,F1,2024,F,2,1,F1-2024-F,24.11,NA,NA,2,F1-2025
W2401393,F1,2024,F,2,1,F1-2024-F,25.05,3.77,NA,NA,NA
W2401394,F1,2024,F,2,1,F1-2024-F,31.97,NA,5.684,NA,NA
M2401395,F1,2024,M,2,1,F1-2024-M,37.5,NA,6.071,NA,NA
M2401396,F2,2024,M,1,1,F2-2024-M,31.14,3.21,5.132,NA,NA
W2401397,F1,2024,F,1,1,F1-2024-F,36.57,6.78,7.021,2,F1-2025
W2401398,F1,2024,F,2,1,F1-2024-F,27.21,NA,5.257,NA,NA
M2401399,F1,2024,M,2,1,F1-2024-M,35.62,2.82,4.941,NA,NA
M2401400,F2,2024,M,2,1,F2-2024-M,22.45,1.26,4.382,NA,NA
M2401401,F2,2024,M,2,1,F2-2024-M,29.58,1.47,6.22,NA,NA
W2401402,F1,2024,F,1,1,F1-2024-F,27.66,NA,NA,NA,NA
W2401403,F2,2024,F,3,1,F2-2024-F,23.91,NA,NA,NA,NA
W2401404,F2,2024,F,3,1,F2-2024-F,27.08,3.78,5.735,NA,NA
M2401405,F2,2024,M,3,1,F2-2024-M,30.61,NA,NA,NA,NA
M2401406,F1,2024,M,1,1,F1-2024-M,37.49,3.56,4.657,NA,NA
M2401407,F2,2024,M,2,1,F2-2024-M,28.97,2.49,NA,NA,NA
W2401408,F2,2024,F,2,1,F2-2024-F,28.09,NA,8.072,NA,NA
M2401409,F2,2024,M,2,1,F2-2024-M,22.37,NA,5.248,NA,NA
W2401410,F2,2024,F,2,1,F2-2024-F,26.8,NA,7.223,2,F2-2025
M2401411,F1,2024,M,1,1,F1-2024-M,41.5,3.11,NA,NA,NA
M2401412,F2,2024,M,2,1,F2-2024-M,28.53,NA,6.843,NA,NA
W2401413,F2,2024,F,2,1,F2-2024-F,33.57,2.58,NA,NA,NA
W2401414,F1,2024,F,2,1,F1-2024-F,30.58,4.34,5.744,1,F1-2025
W2401415,F1,2024,F,2,1,F1-2024-F,27.6,3.04,NA,2,F1-2025
M2401416,F2,2024,M,1,1,F2-2024-M,27.4,NA,6.659,NA,NA
M2401417,F2,2024,M,1,1,F2-2024-M,31.39,NA,6.202,NA,NA
W2401418,F2,2024,F,1,1,F2-2024-F,34.7,1.91,8.292,2,F2-2025
W2401419,F2,2024,F,1,1,F2-2024-F,33.93,NA,NA,1,F2-2025
M2401420,F2,2024,M,2,1,F2-2024-M,28.32,1.09,NA,NA,NA
M2401421,F2,2024,M,2,1,F2-2024-M,33.87,NA,NA,NA,NA
M2401422,F2,2024,M,2,1,F2-2024-M,29.19,2.77,5.716,NA,NA
W2401423,F2,2024,F,2,1,F2-2024-F,28.57,NA,NA,2,F2-2025
W2401424,F2,2024,F,3,1,F2-2024-F,22.19,2.07,6.444,1,F2-2025
W2401425,F2,2024,F,3,1,F2-2024-F,20.47,NA,NA,NA,NA
M2401426,F2,2024,M,3,1,F2-2024-M,24.59,1.75,7.729,NA,NA
M2401427,F2,2024,M,2,1,F2-2024-M,30.11,2.24,5.914,NA,NA
W2401428,F2,2024,F,2,1,F2-2024-F,27.79,NA,NA,1,F2-2025
W2401429,F2,2024,F,3,1,F2-2024-F,23.23,2.23,NA,1,F2-2025
M2401430,F2,2024,M,3,1,F2-2024-M,23.36,1.3,7.779,NA,NA
W2401431,F2,2024,F,3,1,F2-2024-F,26.86,2.7,NA,NA,NA
W2401432,F1,2024,F,2,1,F1-2024-F,29.97,4.5,5.825,NA,NA
W2401433,F1,2024,F,2,1,F1-2024-F,26.31,3.47,5.784,NA,NA
M2401434,F1,2024,M,1,1,F1-2024-M,37.62,3.51,NA,NA,NA
W2401435,F1,2024,F,2,1,F1-2024-F,26.77,3.66,NA,NA,NA
W2401436,F1,2024,F,2,1,F1-2024-F,24.66,NA,NA,NA,NA
W2401437,F2,2024,F,2,1,F2-2024-F,28.2,2.51,7.876,NA,NA
W2401438,F2,2024,F,2,1,F2-2024-F,24.48,0.6,5.951,3,F2-2025
M2401439,F1,2024,M,3,1,F1-2024-M,31.08,3.01,4.615,NA,NA
W2401440,F1,2024,F,3,1,F1-2024-F,25.79,2.83,4.04,NA,NA
M2401441,F1,2024,M,3,1,F1-2024-M,39.21,NA,NA,NA,NA
M2401442,F1,2024,M,2,1,F1-2024-M,35.55,2.93,3.455,NA,NA
M2401443,F1,2024,M,2,1,F1-2024-M,36.84,3.07,NA,NA,NA
W2401444,F2,2024,F,2,1,F2-2024-F,25.11,2.81,6.649,NA,NA
M2401445,F2,2024,M,2,1,F2-2024-M,28.84,1.92,5.506,NA,NA
M2401446,F2,2024,M,1,1,F2-2024-M,31.47,NA,NA,NA,NA
W2401447,F1,2024,F,1,1,F1-2024-F,30.1,NA,5.897,NA,NA
W2401448,F2,2024,F,2,1,F2-2024-F,25.46,3.2,NA,NA,NA
M2401449,F2,2024,M,2,1,F2-2024-M,20.63,NA,8.584,NA,NA
W2401450,F1,2024,F,2,1,F1-2024-F,26.34,3.08,NA,NA,NA
M2401451,F1,2024,M,2,1,F1-2024-M,36.54,2.03,3.563,NA,NA
M2401452,F1,2024,M,1,1,F1-2024-M,38.93,3.86,3.291,NA,NA
M2401453,F2,2024,M,2,1,F2-2024-M,25.27,NA,6.077,NA,NA
W2401454,F2,2024,F,2,1,F2-2024-F,31.69,NA,NA,2,F2-2025
W2401455,F2,2024,F,2,1,F2-2024-F,30.92,2.58,4.478,NA,NA
W2401456,F2,2024,F,2,1,F2-2024-F,26.81,4.03,NA,NA,NA
M2401457,F1,2024,M,1,1,F1-2024-M,41.38,3.7,3.124,NA,NA
W2401458,F2,2024,F,1,1,F2-2024-F,27.34,NA,NA,1,F2-2025
W2401459,F1,2024,F,3,1,F1-2024-F,34.36,4.26,NA,NA,NA
W2401460,F1,2024,F,3,1,F1-2024-F,23.74,NA,NA,NA,NA
W2401461,F1,2024,F,3,1,F1-2024-F,27.86,NA,NA,NA,NA
W2401462,F2,2024,F,1,1,F2-2024-F,24.24,1.73,3.952,NA,NA
W2401463,F1,2024,F,1,1,F1-2024-F,34.34,NA,NA,NA,NA
W2401464,F2,2024,F,2,1,F2-2024-F,26.62,2.84,7.537,NA,NA
W2401465,F2,2024,F,2,1,F2-2024-F,28.8,3.31,NA,NA,NA
W2401466,F2,2024,F,1,1,F2-2024-F,31.28,3.32,4.43,1,F2-2025
W2401467,F2,2024,F,1,1,F2-2024-F,34.83,3.97,NA,NA,NA
M2401468,F1,2024,M,2,1,F1-2024-M,37.66,NA,5.793,NA,NA
W2401469,F1,2024,F,2,1,F1-2024-F,25.06,2.72,NA,2,F1-2025
W2401470,F2,2024,F,2,1,F2-2024-F,34.88,1.67,NA,NA,NA
M2401471,F2,2024,M,2,1,F2-2024-M,31.03,1.9,NA,NA,NA
M2401472,F2,2024,M,3,1,F2-2024-M,27.84,NA,NA,NA,NA
W2401473,F2,2024,F,3,1,F2-2024-F,23.64,NA,NA,NA,NA
M2401474,F2,2024,M,3,1,F2-2024-M,22.15,NA,5.977,NA,NA
W2401475,F1,2024,F,1,1,F1-2024-F,32.33,5.33,5.604,NA,NA
W2401476,F1,2024,F,1,1,F1-2024-F,30.09,NA,6.336,NA,NA
W2401477,F2,2024,F,1,1,F2-2024-F,28.91,2.54,NA,NA,NA
W2401478,F1,2024,F,1,1,F1-2024-F,32.59,5.31,6.664,1,F1-2025
M2401479,F1,2024,M,1,1,F1-2024-M,39.74,2.32,5.206,NA,NA
M2401480,F1,2024,M,2,1,F1-2024-M,35.55,2.19,6.457,NA,NA
M2401481,F1,2024,M,2,1,F1-2024-M,35.3,2.04,6.179,NA,NA
W2401482,F1,2024,F,2,1,F1-2024-F,31.45,4.96,5.305,NA,NA
W2401483,F1,2024,F,2,1,F1-2024-F,33.42,NA,NA,NA,NA
M2401484,F2,2024,M,1,1,F2-2024-M,28.13,3.05,5.332,NA,NA
M2401485,F2,2024,M,2,1,F2-2024-M,31.44,2.41,7.899,NA,NA
M2401486,F2,2024,M,2,1,F2-2024-M,28.79,2.95,NA,NA,NA
M2401487,F2,2024,M,1,1,F2-2024-M,37.19,2.3,NA,NA,NA
M2401488,F1,2024,M,3,1,F1-2024-M,34.42,NA,NA,NA,NA
W2401489,F1,2024,F,3,1,F1-2024-F,23.88,3.19,NA,2,F1-2025
W2401490,F1,2024,F,3,1,F1-2024-F,27.75,NA,6.271,NA,NA
W2401491,F2,2024,F,1,1,F2-2024-F,26.53,1.32,7.957,NA,NA
W2401492,F1,2024,F,1,1,F1-2024-F,35.1,NA,NA,NA,NA
W2401493,F2,2024,F,1,1,F2-2024-F,37.43,3.65,7.216,NA,NA
W2501494,F2,2025,F,2,6+,F2-2025-F,26.73,NA,6.289,NA,NA
M2501495,F2,2025,M,2,6+,F2-2025-M,29.22,1.13,NA,NA,NA
W2501496,F2,2025,F,2,6+,F2-2025-F,23.23,1.98,9.213,NA,NA
W2501497,F2,2025,F,2,6+,F2-2025-F,25.27,3.02,NA,NA,NA
M2501498,F2,2025,M,2,6+,F2-2025-M,24.99,NA,7.157,NA,NA
M2501499,F2,2025,M,2,6+,F2-2025-M,19.67,2.17,NA,NA,NA
M2501500,F2,2025,M,1,6+,F2-2025-M,37.0,3.11,5.967,NA,NA
W2501501,F2,2025,F,1,6+,F2-2025-F,31.28,NA,6.926,NA,NA
M2501502,F2,2025,M,1,6+,F2-2025-M,35.75,1.93,5.989,NA,NA
M2501503,F2,2025,M,1,6+,F2-2025-M,22.41,NA,NA,NA,NA
W2501504,F2,2025,F,2,6+,F2-2025-F,24.3,3.33,5.315,NA,NA
M2501505,F2,2025,M,2,6+,F2-2025-M,27.09,NA,5.482,NA,NA
M2501506,F2,2025,M,1,6+,F2-2025-M,32.87,2.74,NA,NA,NA
W2501507,F2,2025,F,1,6+,F2-2025-F,26.25,2.24,6.556,NA,NA
W2501508,F2,2025,F,1,6+,F2-2025-F,31.58,2.28,3.428,NA,NA
M2501509,F2,2025,M,3,6+,F2-2025-M,29.91,NA,4.131,NA,NA
M2501510,F2,2025,M,3,6+,F2-2025-M,26.45,1.83,6.015,NA,NA
M2501511,F2,2025,M,3,6+,F2-2025-M,26.73,2.26,NA,NA,NA
M2501512,F2,2025,M,1,6+,F2-2025-M,36.93,NA,NA,NA,NA
W2501513,F2,2025,F,2,6+,F2-2025-F,28.17,NA,6.351,NA,NA
M2501514,F2,2025,M,2,6+,F2-2025-M,28.59,3.21,5.98,NA,NA
W2501515,F2,2025,F,2,6+,F2-2025-F,27.1,3.03,NA,NA,NA
W2501516,F2,2025,F,2,6+,F2-2025-F,23.49,NA,6.24,NA,NA
W2501517,F2,2025,F,2,6+,F2-2025-F,26.32,NA,NA,NA,NA
W2501518,F2,2025,F,2,6+,F2-2025-F,28.95,4.21,6.641,NA,NA
W2501519,F2,2025,F,1,6+,F2-2025-F,26.48,2.87,8.506,NA,NA
W2501520,F2,2025,F,1,6+,F2-2025-F,29.6,NA,NA,NA,NA
M2501521,F2,2025,M,2,6+,F2-2025-M,32.92,2.72,NA,NA,NA
M2501522,F2,2025,M,2,6+,F2-2025-M,28.71,NA,6.459,NA,NA
M2501523,F2,2025,M,2,6+,F2-2025-M,27.41,NA,6.703,NA,NA
M2501524,F2,2025,M,2,6+,F2-2025-M,27.25,4.08,NA,NA,NA
M2501525,F2,2025,M,2,6+,F2-2025-M,27.24,NA,5.608,NA,NA
M2501526,F2,2025,M,2,6+,F2-2025-M,25.33,4.14,NA,NA,NA
M2501527,F2,2025,M,2,6+,F2-2025-M,30.71,3.32,NA,NA,NA
W2501528,F2,2025,F,2,6+,F2-2025-F,20.8,NA,4.633,NA,NA
M2501529,F2,2025,M,1,6+,F2-2025-M,27.59,1.69,5.735,NA,NA
W2501530,F2,2025,F,1,6+,F2-2025-F,35.6,NA,6.179,NA,NA
M2501531,F2,2025,M,1,6+,F2-2025-M,35.86,4.15,NA,NA,NA
M2501532,F2,2025,M,1,6+,F2-2025-M,35.57,2.57,NA,NA,NA
W2501533,F2,2025,F,2,6+,F2-2025-F,22.33,NA,NA,NA,NA
M2501534,F2,2025,M,2,6+,F2-2025-M,30.26,1.94,5.88,NA,NA
M2501535,F2,2025,M,1,6+,F2-2025-M,31.37,2.82,5.606,NA,NA
M2501536,F2,2025,M,1,6+,F2-2025-M,27.72,NA,6.641,NA,NA
W2501537,F2,2025,F,2,6+,F2-2025-F,28.03,NA,5.254,NA,NA
W2501538,F2,2025,F,2,6+,F2-2025-F,30.08,NA,NA,NA,NA
M2501539,F2,2025,M,1,6+,F2-2025-M,31.61,2.04,NA,NA,NA
M2501540,F2,2025,M,2,6+,F2-2025-M,32.61,4.68,6.95,NA,NA
W2501541,F2,2025,F,2,6+,F2-2025-F,23.93,2.12,4.608,NA,NA
W2501542,F2,2025,F,1,6+,F2-2025-F,26.52,2.6,NA,NA,NA
M2501543,F2,2025,M,1,6+,F2-2025-M,27.05,2.0,7.088,NA,NA
M2501544,F2,2025,M,2,6+,F2-2025-M,34.58,NA,6.485,NA,NA
W2501545,F2,2025,F,2,6+,F2-2025-F,24.86,1.28,4.971,NA,NA
W2501546,F2,2025,F,1,6+,F2-2025-F,23.98,2.73,6.712,NA,NA
W2501547,F2,2025,F,2,6+,F2-2025-F,24.52,2.06,7.6,NA,NA
M2501548,F2,2025,M,2,6+,F2-2025-M,22.93,NA,NA,NA,NA
M2501549,F2,2025,M,1,6+,F2-2025-M,32.82,4.14,NA,NA,NA
M2501550,F2,2025,M,1,6+,F2-2025-M,28.66,2.11,3.769,NA,NA
W2501551,F2,2025,F,1,6+,F2-2025-F,34.13,3.82,8.367,NA,NA
M2501552,F2,2025,M,2,6+,F2-2025-M,31.07,NA,5.547,NA,NA
M2501553,F2,2025,M,2,6+,F2-2025-M,31.66,2.57,NA,NA,NA
W2501554,F2,2025,F,2,6+,F2-2025-F,28.82,3.69,NA,NA,NA
M2501555,F2,2025,M,2,6+,F2-2025-M,30.47,2.87,4.458,NA,NA
M2501556,F2,2025,M,3,6+,F2-2025-M,30.37,4.64,7.17,NA,NA
M2501557,F2,2025,M,3,6+,F2-2025-M,30.53,NA,7.17,NA,NA
M2501558,F2,2025,M,3,6+,F2-2025-M,29.97,3.56,NA,NA,NA
W2501559,F2,2025,F,1,6+,F2-2025-F,23.93,1.68,7.666,NA,NA
M2501560,F2,2025,M,2,6+,F2-2025-M,33.32,2.51,5.158,NA,NA
W2501561,F2,2025,F,2,6+,F2-2025-F,26.03,1.55,4.547,NA,NA
W2501562,F2,2025,F,2,6+,F2-2025-F,31.26,2.75,6.434,NA,NA
W2501563,F2,2025,F,2,6+,F2-2025-F,26.22,3.72,NA,NA,NA
M2501564,F2,2025,M,1,6+,F2-2025-M,37.74,3.6,NA,NA,NA
M2501565,F2,2025,M,1,6+,F2-2025-M,29.88,NA,NA,NA,NA
W2501566,F2,2025,F,2,6+,F2-2025-F,33.5,2.12,NA,NA,NA
M2501567,F2,2025,M,2,6+,F2-2025-M,32.53,2.64,5.56,NA,NA
M2501568,F2,2025,M,2,6+,F2-2025-M,27.78,NA,5.746,NA,NA
W2501569,F2,2025,F,2,6+,F2-2025-F,20.35,NA,NA,NA,NA
W2501570,F2,2025,F,2,6+,F2-2025-F,27.8,3.31,NA,NA,NA
M2501571,F2,2025,M,2,6+,F2-2025-M,33.01,2.07,6.732,NA,NA
W2501572,F2,2025,F,2,6+,F2-2025-F,28.6,2.58,5.534,NA,NA
M2501573,F2,2025,M,2,6+,F2-2025-M,18.7,0.55,NA,NA,NA
M2501574,F2,2025,M,1,2-5,F2-2025-M,39.98,NA,NA,NA,NA
W2501575,F1,2025,F,1,2-5,F1-2025-F,32.16,NA,NA,NA,NA
M2501576,F2,2025,M,3,2-5,F2-2025-M,24.38,2.8,NA,NA,NA
M2501577,F2,2025,M,3,2-5,F2-2025-M,40.8,4.93,7.323,NA,NA
W2501578,F2,2025,F,3,2-5,F2-2025-F,26.63,3.85,6.77,NA,NA
M2501579,F1,2025,M,2,2-5,F1-2025-M,30.86,NA,NA,NA,NA
M2501580,F1,2025,M,2,2-5,F1-2025-M,31.36,3.02,NA,NA,NA
W2501581,F1,2025,F,2,2-5,F1-2025-F,27.45,2.6,6.215,NA,NA
W2501582,F1,2025,F,2,2-5,F1-2025-F,33.99,NA,NA,NA,NA
W2501583,F1,2025,F,2,2-5,F1-2025-F,30.28,NA,5.396,NA,NA
M2501584,F1,2025,M,2,2-5,F1-2025-M,36.82,NA,NA,NA,NA
